Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 50, Time: 22-Feb-22 3:10:30 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 91, Time: 22-Feb-22 3:10:55 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 91, Time: 22-Feb-22 3:10:55 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 93, Time: 22-Feb-22 3:10:56 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 93, Time: 22-Feb-22 3:10:56 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 95, Time: 22-Feb-22 3:10:57 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 95, Time: 22-Feb-22 3:10:57 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 10.4528463267654, Time: 22-Feb-22 3:10:58 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 96, Time: 22-Feb-22 3:10:58 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 96, Time: 22-Feb-22 3:10:58 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 98, Time: 22-Feb-22 3:10:59 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 98, Time: 22-Feb-22 3:10:59 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 0, Time: 22-Feb-22 3:11:00 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 10.4528463267653, Time: 22-Feb-22 3:11:02 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 75, Time: 22-Feb-22 3:11:45 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 75, Time: 22-Feb-22 3:11:45 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 76, Time: 22-Feb-22 3:11:46 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 76, Time: 22-Feb-22 3:11:46 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 78, Time: 22-Feb-22 3:11:47 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 78, Time: 22-Feb-22 3:11:47 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 80, Time: 22-Feb-22 3:11:48 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 80, Time: 22-Feb-22 3:11:48 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 81, Time: 22-Feb-22 3:11:49 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 81, Time: 22-Feb-22 3:11:49 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 83, Time: 22-Feb-22 3:11:50 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 83, Time: 22-Feb-22 3:11:50 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 85, Time: 22-Feb-22 3:11:51 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 85, Time: 22-Feb-22 3:11:51 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 86, Time: 22-Feb-22 3:11:52 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 86, Time: 22-Feb-22 3:11:52 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 88, Time: 22-Feb-22 3:11:53 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 88, Time: 22-Feb-22 3:11:53 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 90, Time: 22-Feb-22 3:11:54 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 90, Time: 22-Feb-22 3:11:54 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 91, Time: 22-Feb-22 3:11:55 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 91, Time: 22-Feb-22 3:11:55 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 93, Time: 22-Feb-22 3:11:56 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 93, Time: 22-Feb-22 3:11:56 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 95, Time: 22-Feb-22 3:11:57 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 95, Time: 22-Feb-22 3:11:57 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 96, Time: 22-Feb-22 3:11:58 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 96, Time: 22-Feb-22 3:11:58 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 5.23359562429443, Time: 22-Feb-22 3:11:59 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 98, Time: 22-Feb-22 3:11:59 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 98, Time: 22-Feb-22 3:11:59 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 5.23359562429438, Time: 22-Feb-22 4:46:01 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 50, Time: 22-Feb-22 4:46:30 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 51, Time: 22-Feb-22 4:46:31 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 53, Time: 22-Feb-22 4:46:32 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 55, Time: 22-Feb-22 4:46:33 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 56, Time: 22-Feb-22 4:46:34 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 58, Time: 22-Feb-22 4:46:35 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 60, Time: 22-Feb-22 4:46:36 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 61, Time: 22-Feb-22 4:46:37 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 63, Time: 22-Feb-22 4:46:38 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 65, Time: 22-Feb-22 4:46:39 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 66, Time: 22-Feb-22 4:46:40 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 68, Time: 22-Feb-22 4:46:41 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 70, Time: 22-Feb-22 4:46:42 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 70, Time: 22-Feb-22 4:46:42 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 71, Time: 22-Feb-22 4:46:43 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 71, Time: 22-Feb-22 4:46:43 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 73, Time: 22-Feb-22 4:46:44 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 73, Time: 22-Feb-22 4:46:44 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 75, Time: 22-Feb-22 4:46:45 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 75, Time: 22-Feb-22 4:46:45 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 76, Time: 22-Feb-22 4:46:46 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 76, Time: 22-Feb-22 4:46:46 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 78, Time: 22-Feb-22 4:46:47 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 78, Time: 22-Feb-22 4:46:47 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 80, Time: 22-Feb-22 4:46:48 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 80, Time: 22-Feb-22 4:46:48 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 81, Time: 22-Feb-22 4:46:49 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 81, Time: 22-Feb-22 4:46:49 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 83, Time: 22-Feb-22 4:46:50 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 83, Time: 22-Feb-22 4:46:50 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 85, Time: 22-Feb-22 4:46:51 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 85, Time: 22-Feb-22 4:46:51 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 86, Time: 22-Feb-22 4:46:52 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 86, Time: 22-Feb-22 4:46:52 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 88, Time: 22-Feb-22 4:46:53 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 88, Time: 22-Feb-22 4:46:53 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 90, Time: 22-Feb-22 4:46:54 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 90, Time: 22-Feb-22 4:46:54 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 91, Time: 22-Feb-22 4:46:55 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 91, Time: 22-Feb-22 4:46:55 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 93, Time: 22-Feb-22 4:46:56 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 93, Time: 22-Feb-22 4:46:56 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 95, Time: 22-Feb-22 4:46:57 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 95, Time: 22-Feb-22 4:46:57 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 96, Time: 22-Feb-22 4:46:58 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 96, Time: 22-Feb-22 4:46:58 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 5.23359562429443, Time: 22-Feb-22 4:46:59 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 98, Time: 22-Feb-22 4:46:59 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 98, Time: 22-Feb-22 4:46:59 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 5.23359562429438, Time: 22-Feb-22 4:47:01 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 50, Time: 22-Feb-22 4:47:30 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 51, Time: 22-Feb-22 4:47:31 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 53, Time: 22-Feb-22 4:47:32 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 55, Time: 22-Feb-22 4:47:33 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 56, Time: 22-Feb-22 4:47:34 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 58, Time: 22-Feb-22 4:47:35 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 60, Time: 22-Feb-22 4:47:36 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 61, Time: 22-Feb-22 4:47:37 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 63, Time: 22-Feb-22 4:47:38 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 65, Time: 22-Feb-22 4:47:39 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 66, Time: 22-Feb-22 4:47:40 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 68, Time: 22-Feb-22 4:47:41 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 70, Time: 22-Feb-22 4:47:42 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 70, Time: 22-Feb-22 4:47:42 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 71, Time: 22-Feb-22 4:47:43 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 71, Time: 22-Feb-22 4:47:43 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 73, Time: 22-Feb-22 4:47:44 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 73, Time: 22-Feb-22 4:47:44 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 75, Time: 22-Feb-22 4:47:45 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 75, Time: 22-Feb-22 4:47:45 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 76, Time: 22-Feb-22 4:47:46 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 76, Time: 22-Feb-22 4:47:46 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 78, Time: 22-Feb-22 4:47:47 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 78, Time: 22-Feb-22 4:47:47 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 80, Time: 22-Feb-22 4:47:48 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 80, Time: 22-Feb-22 4:47:48 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 81, Time: 22-Feb-22 4:47:49 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 81, Time: 22-Feb-22 4:47:49 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 83, Time: 22-Feb-22 4:47:50 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 83, Time: 22-Feb-22 4:47:50 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 85, Time: 22-Feb-22 4:47:51 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 85, Time: 22-Feb-22 4:47:51 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 86, Time: 22-Feb-22 4:47:52 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 86, Time: 22-Feb-22 4:47:52 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 88, Time: 22-Feb-22 4:47:53 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 88, Time: 22-Feb-22 4:47:53 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 90, Time: 22-Feb-22 4:47:54 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 90, Time: 22-Feb-22 4:47:54 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 91, Time: 22-Feb-22 4:47:55 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 91, Time: 22-Feb-22 4:47:55 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 93, Time: 22-Feb-22 4:47:56 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 93, Time: 22-Feb-22 4:47:56 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 95, Time: 22-Feb-22 4:47:57 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 95, Time: 22-Feb-22 4:47:57 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 96, Time: 22-Feb-22 4:47:58 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 96, Time: 22-Feb-22 4:47:58 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 98, Time: 22-Feb-22 4:47:59 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 98, Time: 22-Feb-22 4:47:59 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 5.23359562429443, Time: 22-Feb-22 4:47:59 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 5.23359562429438, Time: 22-Feb-22 4:48:01 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 70, Time: 22-Feb-22 4:49:42 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 70, Time: 22-Feb-22 4:49:42 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 71, Time: 22-Feb-22 4:49:43 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 71, Time: 22-Feb-22 4:49:43 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 73, Time: 22-Feb-22 4:49:44 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 73, Time: 22-Feb-22 4:49:44 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 75, Time: 22-Feb-22 4:49:45 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 75, Time: 22-Feb-22 4:49:45 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 76, Time: 22-Feb-22 4:49:46 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 76, Time: 22-Feb-22 4:49:46 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 78, Time: 22-Feb-22 4:49:47 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 78, Time: 22-Feb-22 4:49:47 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 80, Time: 22-Feb-22 4:49:48 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 80, Time: 22-Feb-22 4:49:48 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 81, Time: 22-Feb-22 4:49:49 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 81, Time: 22-Feb-22 4:49:49 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 83, Time: 22-Feb-22 4:49:50 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 83, Time: 22-Feb-22 4:49:50 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 85, Time: 22-Feb-22 4:49:51 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 85, Time: 22-Feb-22 4:49:51 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 86, Time: 22-Feb-22 4:49:52 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 86, Time: 22-Feb-22 4:49:52 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 88, Time: 22-Feb-22 4:49:53 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 88, Time: 22-Feb-22 4:49:53 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 90, Time: 22-Feb-22 4:49:54 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 90, Time: 22-Feb-22 4:49:54 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 91, Time: 22-Feb-22 4:49:55 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 91, Time: 22-Feb-22 4:49:55 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 93, Time: 22-Feb-22 4:49:56 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 93, Time: 22-Feb-22 4:49:56 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 95, Time: 22-Feb-22 4:49:57 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 95, Time: 22-Feb-22 4:49:57 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 10.4528463267654, Time: 22-Feb-22 4:49:58 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 96, Time: 22-Feb-22 4:49:58 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 96, Time: 22-Feb-22 4:49:58 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 98, Time: 22-Feb-22 4:49:59 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 98, Time: 22-Feb-22 4:49:59 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 0, Time: 22-Feb-22 4:50:00 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 10.4528463267653, Time: 22-Feb-22 4:50:02 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 81, Time: 23-Feb-22 1:35:49 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 81, Time: 23-Feb-22 1:35:49 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 83, Time: 23-Feb-22 1:35:50 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 83, Time: 23-Feb-22 1:35:50 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 85, Time: 23-Feb-22 1:46:51 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 85, Time: 23-Feb-22 1:46:51 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 86, Time: 23-Feb-22 1:46:52 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 86, Time: 23-Feb-22 1:46:52 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 88, Time: 23-Feb-22 1:46:53 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 88, Time: 23-Feb-22 1:46:53 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 90, Time: 23-Feb-22 1:46:54 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 90, Time: 23-Feb-22 1:46:54 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 91, Time: 23-Feb-22 1:46:55 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 91, Time: 23-Feb-22 1:46:55 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 93, Time: 23-Feb-22 1:46:56 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 93, Time: 23-Feb-22 1:46:56 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 95, Time: 23-Feb-22 1:46:57 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 95, Time: 23-Feb-22 1:46:57 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 96, Time: 23-Feb-22 1:46:58 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 96, Time: 23-Feb-22 1:46:58 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 5.23359562429443, Time: 23-Feb-22 1:46:59 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 98, Time: 23-Feb-22 1:46:59 PM
Tag: probniTag, Alarm type: high, Alarm limit: 70, Value: 98, Time: 23-Feb-22 1:46:59 PM
Tag: Noviii, Alarm type: low, Alarm limit: 15, Value: 5.23359562429438, Time: 23-Feb-22 1:47:01 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 50, Time: 23-Feb-22 1:47:30 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 51, Time: 23-Feb-22 1:47:31 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 53, Time: 23-Feb-22 1:47:32 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 55, Time: 23-Feb-22 1:47:33 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 56, Time: 23-Feb-22 1:47:34 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 58, Time: 23-Feb-22 1:47:35 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 60, Time: 23-Feb-22 1:47:36 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 61, Time: 23-Feb-22 1:47:37 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 63, Time: 23-Feb-22 1:47:38 PM
Tag: probniTag, Alarm type: high, Alarm limit: 50, Value: 66, Time: 23-Feb-22 1:47:40 PM
